num_attention_heads,hidden_size,train_micro_batch_size_per_gpu,seq_length,vocab_size,train_batch_size,tensor_mp_size,pipeline_mp_size,dp_size,flash_attn_latency,mlp_4h_to_h,estimated_attention_duration,estimated_attention_throughput,estimated_mlp_duration,estimated_mlp_throughput,estimated_duration,estimated_throughput
32,32,4,2048,51200,256,1,1,1,,,,,,,,
32,32,4,2048,51200,256,1,1,1,0.0006,0.867,0.0006,3.849,0.0001,1.733,0.0007,3.598
32,64,4,2048,51200,256,1,1,1,0.0005,4.028,0.0005,8.362,0.0001,8.056,0.0006,8.328
32,96,4,2048,51200,256,1,1,1,0.0006,9.52,0.0006,12.402,0.0001,19.041,0.0006,13.069
32,128,4,2048,51200,256,1,1,1,0.0006,17.944,0.0006,16.982,0.0001,35.887,0.0006,18.781
32,160,4,2048,51200,256,1,1,1,0.0008,38.061,0.0008,15.603,0.0,76.122,0.0008,18.78
32,192,4,2048,51200,256,1,1,1,0.0008,49.024,0.0008,18.643,0.0,98.049,0.0009,23.141
32,224,4,2048,51200,256,1,1,1,0.0008,49.944,0.0008,22.981,0.0001,99.889,0.0009,28.848
32,256,4,2048,51200,256,1,1,1,0.0006,61.427,0.0006,37.554,0.0001,122.854,0.0006,46.847
32,288,4,2048,51200,256,1,1,1,0.0006,43.032,0.0006,44.132,0.0001,86.064,0.0007,51.837
32,320,4,2048,51200,256,1,1,1,0.0006,95.76,0.0006,43.674,0.0001,191.521,0.0007,58.157
32,352,4,2048,51200,256,1,1,1,0.0006,91.115,0.0006,53.166,0.0001,182.23,0.0007,69.93
32,384,4,2048,51200,256,1,1,1,0.0006,111.641,0.0006,59.048,0.0001,223.283,0.0007,79.752
32,416,4,2048,51200,256,1,1,1,0.0006,118.041,0.0006,68.357,0.0001,236.082,0.0007,92.395
32,448,4,2048,51200,256,1,1,1,0.0006,114.736,0.0006,75.472,0.0001,229.472,0.0007,101.159
32,480,4,2048,51200,256,1,1,1,0.0006,139.192,0.0006,80.693,0.0001,278.383,0.0007,111.558
32,512,4,2048,51200,256,1,1,1,0.0006,191.74,0.0006,86.767,0.0001,383.479,0.0007,125.657
32,544,4,2048,51200,256,1,1,1,0.0006,135.816,0.0006,93.269,0.0001,271.631,0.0007,127.588
32,576,4,2048,51200,256,1,1,1,0.0006,135.692,0.0006,96.742,0.0002,271.384,0.0008,132.411
32,608,4,2048,51200,256,1,1,1,0.0006,156.42,0.0006,100.951,0.0002,312.84,0.0008,142.022
32,640,4,2048,51200,256,1,1,1,0.0007,148.932,0.0007,105.148,0.0002,297.864,0.0008,146.304
32,672,4,2048,51200,256,1,1,1,0.0007,161.615,0.0007,108.615,0.0002,323.231,0.0009,153.746
32,704,4,2048,51200,256,1,1,1,0.0007,178.074,0.0007,112.391,0.0002,356.148,0.0009,162.248
32,736,4,2048,51200,256,1,1,1,0.0007,171.269,0.0007,117.061,0.0002,342.538,0.0009,167.182
32,768,4,2048,51200,256,1,1,1,0.0007,185.057,0.0007,122.016,0.0002,370.114,0.0009,176.677
32,800,4,2048,51200,256,1,1,1,0.0008,173.72,0.0008,122.905,0.0002,347.441,0.001,176.079
32,832,4,2048,51200,256,1,1,1,0.0008,181.695,0.0008,125.521,0.0002,363.39,0.0011,181.767
32,864,4,2048,51200,256,1,1,1,0.0008,175.929,0.0008,130.117,0.0003,351.858,0.0011,186.19
32,896,4,2048,51200,256,1,1,1,0.0009,177.412,0.0009,132.601,0.0003,354.824,0.0011,190.068
32,928,4,2048,51200,256,1,1,1,0.0009,203.602,0.0009,135.508,0.0003,407.205,0.0012,200.812
32,960,4,2048,51200,256,1,1,1,0.0009,156.764,0.0009,138.605,0.0004,313.528,0.0013,191.018
32,992,4,2048,51200,256,1,1,1,0.0009,211.92,0.0009,139.477,0.0003,423.841,0.0012,209.041
32,1024,4,2048,51200,256,1,1,1,0.001,219.355,0.001,143.321,0.0003,438.71,0.0013,216.058
32,1056,4,2048,51200,256,1,1,1,0.001,205.933,0.001,144.214,0.0004,411.866,0.0014,214.415
32,1088,4,2048,51200,256,1,1,1,0.001,167.685,0.001,148.807,0.0005,335.37,0.0015,207.337
32,1120,4,2048,51200,256,1,1,1,0.0011,203.728,0.0011,148.991,0.0004,407.456,0.0015,220.438
32,1152,4,2048,51200,256,1,1,1,0.0011,193.583,0.0011,152.486,0.0004,387.167,0.0015,221.551
32,1184,4,2048,51200,256,1,1,1,0.0011,212.746,0.0011,155.663,0.0004,425.491,0.0015,231.698
32,1216,4,2048,51200,256,1,1,1,0.0011,233.169,0.0011,158.85,0.0004,466.339,0.0015,241.867
32,1248,4,2048,51200,256,1,1,1,0.0011,230.225,0.0011,161.733,0.0004,460.45,0.0016,244.907
32,1280,4,2048,51200,256,1,1,1,0.0012,225.009,0.0012,165.872,0.0005,450.018,0.0016,248.43
32,1312,4,2048,51200,256,1,1,1,0.0012,208.815,0.0012,167.492,0.0005,417.629,0.0017,245.181
32,1344,4,2048,51200,256,1,1,1,0.0012,199.75,0.0012,170.582,0.0006,399.501,0.0018,245.315
32,1376,4,2048,51200,256,1,1,1,0.0013,216.779,0.0013,169.975,0.0006,433.558,0.0018,251.72
32,1408,4,2048,51200,256,1,1,1,0.0013,218.255,0.0013,174.255,0.0006,436.51,0.0019,257.157
32,1440,4,2048,51200,256,1,1,1,0.0013,202.081,0.0013,176.868,0.0007,404.162,0.002,253.786
32,1472,4,2048,51200,256,1,1,1,0.0013,227.218,0.0013,178.667,0.0006,454.437,0.002,266.035
32,1504,4,2048,51200,256,1,1,1,0.0014,231.284,0.0014,181.276,0.0006,462.567,0.002,270.73
32,1536,4,2048,51200,256,1,1,1,0.0014,232.468,0.0014,183.389,0.0007,464.935,0.0021,273.84
32,1568,4,2048,51200,256,1,1,1,0.0015,219.808,0.0015,181.194,0.0007,439.617,0.0022,267.182
32,1600,4,2048,51200,256,1,1,1,0.0015,215.779,0.0015,185.749,0.0008,431.557,0.0023,270.361
32,1632,4,2048,51200,256,1,1,1,0.0015,209.474,0.0015,188.898,0.0008,418.947,0.0023,270.92
32,1664,4,2048,51200,256,1,1,1,0.0015,232.097,0.0015,190.94,0.0008,464.193,0.0023,283.144
32,1696,4,2048,51200,256,1,1,1,0.0016,241.06,0.0016,193.283,0.0008,482.12,0.0023,289.555
32,1728,4,2048,51200,256,1,1,1,0.0016,222.759,0.0016,195.086,0.0009,445.518,0.0025,283.939
32,1760,4,2048,51200,256,1,1,1,0.0016,248.78,0.0016,199.283,0.0008,497.56,0.0024,299.554
32,1792,4,2048,51200,256,1,1,1,0.0016,218.548,0.0016,201.989,0.001,437.097,0.0026,289.058
32,1824,4,2048,51200,256,1,1,1,0.0017,221.438,0.0017,200.27,0.001,442.876,0.0027,289.253
32,1856,4,2048,51200,256,1,1,1,0.0017,230.927,0.0017,202.659,0.001,461.854,0.0027,296.293
32,1888,4,2048,51200,256,1,1,1,0.0018,233.121,0.0018,204.795,0.001,466.242,0.0028,299.67
32,1920,4,2048,51200,256,1,1,1,0.0018,170.828,0.0018,207.926,0.0014,341.656,0.0032,267.105
32,1952,4,2048,51200,256,1,1,1,0.0018,242.382,0.0018,209.079,0.001,484.765,0.0029,308.697
32,1984,4,2048,51200,256,1,1,1,0.0018,232.151,0.0018,211.869,0.0011,464.303,0.003,306.724
32,2016,4,2048,51200,256,1,1,1,0.0019,211.219,0.0019,214.601,0.0013,422.437,0.0031,298.265
32,2048,4,2048,51200,256,1,1,1,0.0019,237.389,0.0019,217.018,0.0012,474.779,0.0031,314.625
32,2080,4,2048,51200,256,1,1,1,0.0019,210.75,0.0019,219.261,0.0013,421.5,0.0033,302.337
32,2112,4,2048,51200,256,1,1,1,0.002,228.08,0.002,222.039,0.0013,456.161,0.0032,314.752
32,2144,4,2048,51200,256,1,1,1,0.002,239.301,0.002,225.042,0.0013,478.603,0.0032,323.656
32,2176,4,2048,51200,256,1,1,1,0.002,151.893,0.002,228.325,0.002,303.786,0.004,266.469
32,2208,4,2048,51200,256,1,1,1,0.002,229.82,0.002,228.298,0.0014,459.64,0.0034,321.825
32,2240,4,2048,51200,256,1,1,1,0.0021,232.148,0.0021,231.54,0.0014,464.297,0.0035,326.119
32,2272,4,2048,51200,256,1,1,1,0.0021,234.459,0.0021,235.402,0.0014,468.917,0.0035,330.914
32,2304,4,2048,51200,256,1,1,1,0.0021,216.631,0.0021,238.302,0.0016,433.262,0.0037,322.587
32,2336,4,2048,51200,256,1,1,1,0.0022,240.003,0.0022,238.559,0.0015,480.005,0.0036,337.226
32,2368,4,2048,51200,256,1,1,1,0.0022,224.791,0.0022,241.168,0.0016,449.582,0.0038,330.418
32,2400,4,2048,51200,256,1,1,1,0.0022,222.628,0.0022,245.285,0.0017,445.255,0.0039,332.423
32,2432,4,2048,51200,256,1,1,1,0.0022,238.73,0.0022,247.613,0.0016,477.46,0.0038,344.592
32,2464,4,2048,51200,256,1,1,1,0.0023,227.907,0.0023,249.479,0.0017,455.813,0.004,339.457
32,2496,4,2048,51200,256,1,1,1,0.0023,240.51,0.0023,252.125,0.0017,481.021,0.004,349.723
32,2528,4,2048,51200,256,1,1,1,0.0023,249.944,0.0023,254.664,0.0017,499.888,0.004,357.742
32,2560,4,2048,51200,256,1,1,1,0.0023,219.696,0.0023,257.589,0.002,439.392,0.0043,340.451
32,2592,4,2048,51200,256,1,1,1,0.0024,223.494,0.0024,259.939,0.002,446.988,0.0043,344.982
32,2624,4,2048,51200,256,1,1,1,0.0024,238.247,0.0024,262.958,0.0019,476.494,0.0043,357.46
